codigos_folleto,descripcion_producto,categoria,marca,gramaje,unidad_medida,promocion,vigencia,precio_regular,precio_oferta,revision,observaciones,Pagina,upc_catalogo,date,canal,item,url_sku
584991,MULTIPLE_PRODUCTOS,General,Duracell,,pilas,"50% desc. en la 2a pieza, ¡Llévate gratis! Al acumular 4 piezas",del 1 al 31 de diciembre de 2025,,,,Descuento del 50% en la segunda pieza de la misma presentación. Acumula 4 piezas y llévate una gratis en tu tarjeta Benavides Conmigo.,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,41333000985.0,2025-12-15,Farmacias Benavides,Duracell Pilas Alcalina D2 2 ud,https://www.benavides.com.mx/duracell-pilas-alcalina-d2-2-ud
32611,Capent crema p/rozaduras,Bebé,Capent,45,g,¡Llévate gratis! Al acumular 3 piezas,del 1 al 31 de diciembre de 2025,,,,en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,7501124810986.0,2025-12-15,Farmacias Benavides,Capent Pomada Anti-Rozaduras 45 g,https://www.benavides.com.mx/capent-pomada-anti-rozaduras-45-g
1033470,GoodNites ropa interior desechable para dormir S/M y L/XL c/11 pzas.,Bebé,GoodNites,11,piezas,¡Llévate gratis! Al acumular 4 piezas,del 1 al 31 de diciembre de 2025,,,,misma presentación en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,36000456103.0,2025-12-15,Farmacias Benavides,Goodnites Ropa Interior Unisex Desechable Talla L/XL 11 uds,https://www.benavides.com.mx/goodnites-ropa-interior-unisex-desechable-talla-lxl-11-uds
1046408,GoodNites ropa interior desechable para dormir S/M y L/XL c/11 pzas.,Bebé,GoodNites,11,piezas,¡Llévate gratis! Al acumular 4 piezas,del 1 al 31 de diciembre de 2025,,,,misma presentación en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,36000180800.0,2025-12-15,Farmacias Benavides,Goodnites Ropa Interior Unisex Desechable para Dormir Talla Chica/Mediana 11 uds,https://www.benavides.com.mx/goodnites-ropa-interior-unisex-desechable-para-dormir-talla-chicamediana-11-uds
1027987,MULTIPLE_PRODUCTOS,Bebé,"Tri-Vi-Sol, Poly-Vi-Sol, D-Vi-Sol",,,¡Llévate gratis! Al acumular 3 piezas,del 1 al 31 de diciembre de 2025,,,,misma presentación en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,7501300407290.0,2025-12-15,Farmacias Benavides,Poly-Vi-Sol Pediátrico Multivitamínico Solución 50 ml Gotas,https://www.benavides.com.mx/poly-vi-sol-pediatrico-multivitaminico-solucion-50-ml-gotas
1027985,MULTIPLE_PRODUCTOS,Bebé,"Tri-Vi-Sol, Poly-Vi-Sol, D-Vi-Sol",,,¡Llévate gratis! Al acumular 3 piezas,del 1 al 31 de diciembre de 2025,,,,misma presentación en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,7501300407283.0,2025-12-15,Farmacias Benavides,Tri-Vi-Sol Pediátrico Ácido Ascórbico/Colecalciferol/Retinol Solución 50 ml Gotas,https://www.benavides.com.mx/tri-vi-sol-pediatrico-acido-ascorbicocolecalciferolretinol-solucion-50-ml-gotas
1046293,MULTIPLE_PRODUCTOS,Bebé,"Tri-Vi-Sol, Poly-Vi-Sol, D-Vi-Sol",,,¡Llévate gratis! Al acumular 3 piezas,del 1 al 31 de diciembre de 2025,,,,misma presentación en tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_15_16-12-2025.jpg,7501300421197.0,2025-12-15,Farmacias Benavides,D-Vi-Sol Multivitaminico 10 ml Gotas,https://www.benavides.com.mx/d-vi-sol-multivitaminico-10-ml-gotas
1049406,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475121521.0,2025-12-15,Farmacias Benavides,Good Care Alimento para Niños a Base de Leche Etapa 3 800 g,https://www.benavides.com.mx/good-care-alimento-para-ninos-a-base-de-leche-etapa-3-800-g
1044499,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475102094.0,2025-12-15,Farmacias Benavides,Nan Supreme Pro Alimento Para Niños a Base de Leche Etapa 3 800 g,https://www.benavides.com.mx/nan-supreme-pro-alimento-para-ninos-a-base-de-leche-etapa-3-800-g
1043701,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058655455.0,2025-12-15,Farmacias Benavides,Nan Expert Pro Confort Total Alimento para Niños a Base de Leche Etapa 3 900 g,https://www.benavides.com.mx/nan-expert-pro-confort-total-alimento-para-ninos-a-base-de-leche-etapa-3-900-g
1035578,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058627933.0,2025-12-15,Farmacias Benavides,Nan Optimal Pro Alimento para Niños Baja en Lactosa Etapa 3 800 g,https://www.benavides.com.mx/nan-optimal-pro-alimento-para-ninos-baja-en-lactosa-etapa-3-800-g
1024654,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501059284869.0,2025-12-15,Farmacias Benavides,Nido Kinder Deslactosado Alimento para Niños a Base de Leche de 1 a 3 años 800 g,https://www.benavides.com.mx/nido-kinder-deslactosado-alimento-para-ninos-a-base-de-leche-de-1-a-3-anos-800-g
1044470,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501318670105.0,2025-12-15,Farmacias Benavides,Novamil Ae Fórmula Especializada de Continuación Etapa 3 800 g,https://www.benavides.com.mx/novamil-ae-formula-especializada-de-continuacion-etapa-3-800-g
1036028,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501318676848.0,2025-12-15,Farmacias Benavides,Novamil Symbiotic Premium Fórmula de Continuación Etapa 3 800 g,https://www.benavides.com.mx/novamil-symbiotic-premium-formula-de-continuacion-etapa-3-800-g
1039545,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,8716200727679.0,2025-12-15,Farmacias Benavides,Friso Gold Fórmula de Continuación Sabor Vainilla Etapa 3 1.2 kg,https://www.benavides.com.mx/friso-gold-formula-de-continuacion-sabor-vainilla-etapa-3-12-kg
1044492,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,8716677007700.0,2025-12-15,Farmacias Benavides,Kabrita Fórmula para Lactantes Etapa 3 400 g,https://www.benavides.com.mx/kabrita-formula-para-lactantes-etapa-3-400-g
1049769,MULTIPLE_PRODUCTOS,Bebé,MULTIPLE_MARCAS,,,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,"Aplica a: Good Care 3 800g, Nan Supreme Pro 3 800g, Nan Confort Total 3 900g, Nan Baja en Lactosa 3 900g, Nido Kinder Deslactosado 800g, Novamil AE 3 800g, Novamil Symbiotic Premium 3 800g, Friso Gold 3 1.2kg, Kabrita 3 400 y 800g. Misma marca y presentación. En tu tarjeta Benavides Conmigo.",./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,8716677008363.0,2025-12-15,Farmacias Benavides,Kabrita Fórmula de Continuación para Niños de corta edad Etapa 3 800 g,https://www.benavides.com.mx/kabrita-formula-de-continuacion-para-ninos-de-corta-edad-etapa-3-800-g
1035354,Nan Optimal Pro 3,Bebé,Nan,1.2,kg,a solo $321,1 al 31 de diciembre de 2025,,321.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058623232.0,2025-12-15,Farmacias Benavides,Nan Optimal Pro Alimento para Niños a Base de Leche Etapa 3 1.2 kg,https://www.benavides.com.mx/nan-optimal-pro-alimento-para-ninos-a-base-de-leche-etapa-3-12-kg
1039533,Nan Optimal Pro 4,Bebé,Nan,1.2,kg,a solo $290,1 al 31 de diciembre de 2025,,290.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058634832.0,2025-12-15,Farmacias Benavides,Nan Optimal Pro Alimento para Niños a Base de Leche Etapa 4 1.2 kg,https://www.benavides.com.mx/nan-optimal-pro-alimento-para-ninos-a-base-de-leche-etapa-4-12-kg
1049405,Good Care 3,Bebé,Good Care,1.5,kg,a solo $559,1 al 31 de diciembre de 2025,,559.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475121484.0,2025-12-15,Farmacias Benavides,Good Care Alimento para Niños a Base de Leche Etapa 3 1.5 kg,https://www.benavides.com.mx/good-care-alimento-para-ninos-a-base-de-leche-etapa-3-1-5-kg
1051183,Friso Gold 4,Bebé,Friso,800,g,1 gratis al acumular 4 piezas,1 al 31 de diciembre de 2025,,,,En tu tarjeta Benavides Conmigo,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,8716200778312.0,2025-12-15,Farmacias Benavides,Friso Gold Alimento para Niños a Base de Leche Etapa 4 800 g,https://www.benavides.com.mx/friso-gold-alimento-para-ninos-a-base-de-leche-etapa-4-800-g
1043925,Nido Pre-Escolar 2+,Bebé,Nido,1.5,kg,a solo $215,1 al 31 de diciembre de 2025,,215.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475100229.0,2025-12-15,Farmacias Benavides,Nido Pre-Escolar Alimento para Niños a Base de Leche a partir de 2 años 1.5 kg,https://www.benavides.com.mx/nido-pre-escolar-alimento-para-ninos-a-base-de-leche-a-partir-de-2-anos-15-kg
1035143,Nido Kinder Deslactosado,Bebé,Nido,1.5,kg,a solo $275,1 al 31 de diciembre de 2025,,275.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058626110.0,2025-12-15,Farmacias Benavides,Nido Kinder Deslactosado Alimento para Niños a Base de Leche de 1 a 3 años 1.5 kg,https://www.benavides.com.mx/nido-kinder-deslactosado-alimento-para-ninos-a-base-de-leche-de-1-a-3-anos-15-kg
1015864,Nido FortiCrece Deslactosado,Bebé,Nido,1.6,kg,a solo $209,1 al 31 de diciembre de 2025,,209.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501059242258.0,2025-12-15,Farmacias Benavides,Nido Forticrece Producto Lácteo Deslactosado a Partir de 6 años 1.6 kg,https://www.benavides.com.mx/nido-forticrece-producto-lacteo-deslactosado-a-partir-de-6-anos-16-kg
1024540,Nido FortiCrece,Bebé,Nido,2.04,kg,a solo $280,1 al 31 de diciembre de 2025,,280.0,,,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058656179.0,2025-12-15,Farmacias Benavides,Nido Forticrece Alimento para Niños a Base de Leche a Partir de 6 años 2.04 kg,https://www.benavides.com.mx/nido-forticrece-alimento-para-ninos-a-base-de-leche-a-partir-de-6-anos-204-kg
1019418,Similac Total Comfort 2,Bebé,Similac,800,g,20% desc.,1 al 31 de diciembre de 2025,,,,20% de descuento,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501033957864.0,2025-12-15,Farmacias Benavides,Similac Total Comfort 2 Fórmula de Continuación Baja en Lactosa de 1 a 3 años 800 g,https://www.benavides.com.mx/similac-total-comfort-2-formula-de-continuacion-baja-en-lactosa-de-1-a-3-anos-800-g
1031469,MULTIPLE_PRODUCTOS,Bebé,Gerber,,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas pouch et. 3. ¡combínalos! Presentaciones de 110 y 120 g.,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058614124.0,2025-12-15,Farmacias Benavides,Gerber Junior Pouch Mango Etapa 4 110 g,https://www.benavides.com.mx/gerber-junior-pouch-mango-etapa-4-110-g
1020697,MULTIPLE_PRODUCTOS,Bebé,Gerber,,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas pouch et. 3. ¡combínalos! Presentaciones de 110 y 120 g.,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501000909735.0,2025-12-15,Farmacias Benavides,"Gerber Junior Pouch Manzana, Pera, Plátano y Durazno Etapa 4 120 g",https://www.benavides.com.mx/gerber-junior-pouch-manzana-pera-platano-y-durazno-etapa-4-120-g
1031467,MULTIPLE_PRODUCTOS,Bebé,Gerber,,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas pouch et. 3. ¡combínalos! Presentaciones de 110 y 120 g.,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501058614322.0,2025-12-15,Farmacias Benavides,Gerber Junior Pouch Manzana Etapa 4 120 g,https://www.benavides.com.mx/gerber-junior-pouch-manzana-etapa-4-120-g
1050617,Gerber Electrolitos,Bebé,Gerber,230,ml,4x3,1 al 31 de diciembre de 2025,,,,¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475125901.0,2025-12-15,Farmacias Benavides,Gerber Electrolitos Sabor Naranja 230 ml,https://www.benavides.com.mx/gerber-electrolitos-sabor-naranja-230-ml
1050618,Gerber Electrolitos,Bebé,Gerber,230,ml,4x3,1 al 31 de diciembre de 2025,,,,¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7506475125918.0,2025-12-15,Farmacias Benavides,Gerber Electrolitos Sabor Piña 230 ml,https://www.benavides.com.mx/gerber-electrolitos-sabor-pina-230-ml
672,MULTIPLE_PRODUCTOS,Bebé,Gerber,113,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas et. 2. ¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501000904754.0,2025-12-15,Farmacias Benavides,Gerber Papilla Zanahoria Etapa 2 Cosecha Natural 113 g,https://www.benavides.com.mx/gerber-papilla-zanahoria-etapa-2-cosecha-natural-113-g
56723,MULTIPLE_PRODUCTOS,Bebé,Gerber,113,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas et. 2. ¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,7501000904228.0,2025-12-15,Farmacias Benavides,"Gerber Papilla Comidita Casera Pollo, Verduras y Arroz Etapa 2 Natural 113 g",https://www.benavides.com.mx/gerber-papilla-comidita-casera-pollo-verduras-y-arroz-etapa-2-natural-113-g
368725,MULTIPLE_PRODUCTOS,Bebé,Gerber,113,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas et. 2. ¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,75003388.0,2025-12-15,Farmacias Benavides,Gerber Papilla Manzana Etapa 2 Cosecha Natural 113 g,https://www.benavides.com.mx/gerber-papilla-manzana-etapa-2-cosecha-natural-113-g
368814,MULTIPLE_PRODUCTOS,Bebé,Gerber,113,g,4x3,1 al 31 de diciembre de 2025,,,,Selección de papillas et. 2. ¡combínalos!,./competitors/Benavides/folletos\folleto-de-diciembre_page_16_16-12-2025.jpg,75003487.0,2025-12-15,Farmacias Benavides,Gerber Papilla Mango Etapa 2 Cosecha Natural 113 g,https://www.benavides.com.mx/gerber-papilla-mango-etapa-2-cosecha-natural-113-g
1034926,bbtips Sensitive pañales desechables,Bebé,bbtips,40,pzas.,20% desc.,1 al 31 de diciembre de 2025,,,,Descuento del 20%,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117019926.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 1 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-1-40-uds
1034927,bbtips Sensitive pañales desechables,Bebé,bbtips,40,pzas.,20% desc.,1 al 31 de diciembre de 2025,,,,Descuento del 20%,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117000689.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 2 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-2-40-uds
1002073,bbtips Sensitive pañales desechables etapas 3 a 7,Bebé,bbtips,40,pzas.,"20% desc., ¡Llévate 1+ gratis!",1 al 31 de diciembre de 2025,,,,Descuento del 20%. Al acumular 5 piezas de la misma presentación llévate 1 gratis.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117000696.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 3 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-3-40-uds
1002074,bbtips Sensitive pañales desechables etapas 3 a 7,Bebé,bbtips,40,pzas.,"20% desc., ¡Llévate 1+ gratis!",1 al 31 de diciembre de 2025,,,,Descuento del 20%. Al acumular 5 piezas de la misma presentación llévate 1 gratis.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117000702.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 4 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-4-40-uds
1005027,bbtips Sensitive pañales desechables etapas 3 a 7,Bebé,bbtips,40,pzas.,"20% desc., ¡Llévate 1+ gratis!",1 al 31 de diciembre de 2025,,,,Descuento del 20%. Al acumular 5 piezas de la misma presentación llévate 1 gratis.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117000719.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 5 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-5-40-uds
1029273,bbtips Sensitive pañales desechables etapas 3 a 7,Bebé,bbtips,40,pzas.,"20% desc., ¡Llévate 1+ gratis!",1 al 31 de diciembre de 2025,,,,Descuento del 20%. Al acumular 5 piezas de la misma presentación llévate 1 gratis.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117019971.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 6 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-6-40-uds
1044326,bbtips Sensitive pañales desechables etapas 3 a 7,Bebé,bbtips,40,pzas.,"20% desc., ¡Llévate 1+ gratis!",1 al 31 de diciembre de 2025,,,,Descuento del 20%. Al acumular 5 piezas de la misma presentación llévate 1 gratis.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117022858.0,2025-12-15,Farmacias Benavides,Bbtips Sensitive Pañales Extra Soft Etapa 7 40 uds,https://www.benavides.com.mx/bbtips-sensitive-panales-extra-soft-etapa-7-40-uds
1045274,"bbtips Baby-Up pañales desechables etapas 5, 6 y 7",Bebé,bbtips,16,pzas.,30% desc.,1 al 31 de diciembre de 2025,,,,Descuento del 30%. También presentación de 40 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117031591.0,2025-12-15,Farmacias Benavides,Bbtips Baby-Up Pañales Unisex Autoajustables Talla Grande Etapa 5 40 uds,https://www.benavides.com.mx/bbtips-baby-up-panales-unisex-autoajustables-talla-grande-etapa-5-40-uds
1045280,"bbtips Baby-Up pañales desechables etapas 5, 6 y 7",Bebé,bbtips,16,pzas.,30% desc.,1 al 31 de diciembre de 2025,,,,Descuento del 30%. También presentación de 40 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117031607.0,2025-12-15,Farmacias Benavides,Bbtips Baby-Up Pañales Unisex Autoajustables Talla XG Etapa 6 40 uds,https://www.benavides.com.mx/bbtips-baby-up-panales-unisex-autoajustables-talla-xg-etapa-6-40-uds
1045281,"bbtips Baby-Up pañales desechables etapas 5, 6 y 7",Bebé,bbtips,16,pzas.,30% desc.,1 al 31 de diciembre de 2025,,,,Descuento del 30%. También presentación de 40 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,13117032185.0,2025-12-15,Farmacias Benavides,Bbtips Baby-Up Pañales Unisex Autoajustables Talla XXG Etapa 7 16 uds,https://www.benavides.com.mx/bbtips-baby-up-panales-unisex-autoajustables-talla-xxg-etapa-7-16-uds
1035579,Suavelastic pañales desechables etapa RN,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,119.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943498815.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Recién Nacido Etapa 1 40 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-recien-nacido-etapa-1-40-uds
147419,Suavelastic pañales desechables etapa RN,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,119.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943434622.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Unisex Talla Chica Etapa 2 40 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-unisex-talla-chica-etapa-2-40-uds
1037599,Suavelastic pañales desechables etapa RN,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,119.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943444928.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Unisex Talla Mediano Etapa 3 44 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-unisex-talla-mediano-etapa-3-44-uds
1035579,Suavelastic pañales desechables etapa CH,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,179.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943498815.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Recién Nacido Etapa 1 40 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-recien-nacido-etapa-1-40-uds
147419,Suavelastic pañales desechables etapa CH,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,179.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943434622.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Unisex Talla Chica Etapa 2 40 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-unisex-talla-chica-etapa-2-40-uds
1037599,Suavelastic pañales desechables etapa CH,Bebé,Suavelastic,40,pzas.,,1 al 31 de diciembre de 2025,,179.0,,También presentación de 44 pzas.,./competitors/Benavides/folletos\folleto-de-diciembre_page_17_16-12-2025.jpg,7501943444928.0,2025-12-15,Farmacias Benavides,KleenBebé Suavelastic Pañales Unisex Talla Mediano Etapa 3 44 uds,https://www.benavides.com.mx/kleenbebe-suavelastic-panales-unisex-talla-mediano-etapa-3-44-uds
